RIEPILOGO SESSIONE S10
Data: 09/02/2026 09:19:38
Modalità: Automatica
------------------------------------------------------------
NOME FILE                           | PARAMETRO (Hz) 
------------------------------------------------------------
S10DATA0000_Hz15_500.bin            | 15.500         
S10DATA0001_Hz15_520.bin            | 15.520         
S10DATA0002_Hz15_540.bin            | 15.540         
S10DATA0003_Hz15_560.bin            | 15.560         
S10DATA0004_Hz15_580.bin            | 15.580         
S10DATA0005_Hz15_600.bin            | 15.600         
S10DATA0006_Hz15_620.bin            | 15.620         
S10DATA0007_Hz15_640.bin            | 15.640         
S10DATA0008_Hz15_660.bin            | 15.660         
S10DATA0009_Hz15_680.bin            | 15.680         
S10DATA0010_Hz15_700.bin            | 15.700         
